id,Name,Email,State
3,Peek's Carpet & Tile,,TX
2421,Peerless Imported Rugs,debbie@peerlessrugs.com,IL
1402,Permanent Floors Carpet One,,OH
1598,Perrysburg Floor Coverings,,OH
1388,Petersen's Carpet & Flooring,,MD
1728,Phillips Floor to Ceilings,,CA
2488,Piedmont Flooring & Design / Kemper Carpet,piedmontflooring@aol.com,VA
1774,PJ's Decorative Fabrics,,NY
1614,Pocono Interiors,,PA
1350,Poiema Flooring America,,MT
1775,Poppell Brothers,,Georgia
74,Porsche,,
1183,Powers Carpet One,,CA
1568,Preferred Floors,,NY
2519,Prenger Furniture,lprenger@prengerfurntiture.com,IA
47,Prestige Carpets,,CA
1745,PROFESSIONAL FLOORS INC,,NC
1232,Pumco Interiors,,MI
1450,Quality Carpet,,NY
1681,Rainbow Carpet & Rug Inc.,,MD
1729,Rakes Carpet One,,WI
2454,Ramey Rug,rameyrug_karl@bellsouth.net,FL
1195,Randy's Carpets & Interiors,,IA
73,RC Wiley,,UT
1610,Regal Carpet,,OH
1771,Regency Royale,,UT
1482,Rheinschmidt's Inc.,,IA
1565,Rice Furniture and Appliance,,OR
1627,Rice Furniture Co Inc,,NC
1220,Rick's Carpet and Flooring,,VA
2341,Riemer Floors,paul@riemerfloors.com,MI
2422,Rite Loom Carpet Co,karyn@riteloom.com,CA
1713,Riteway Carpet and Tile,,CO
1651,River Floors,,OH
2466,Rob's Custom Flooring,maureen@shoprobs.com,MN
2423,ROBERTS Carpet & Fine Floors,chriscdc11@aol.com,TX
1265,"Roberts Floorcovering, Inc.",,CO
1269,Robert's Carpet,,VA
1194,Robinson's Carpet One Floor & Home,,CA
1174,Rochester Linoleum & Carpet,,NY
1508,ROCKFORD FLOOR COV,,MI
48,Rocklin Carpet One Floor & Home,,CA
1751,Rocky Mountain Carpet One,,WY
1288,"Rod`s Carpet , Tile & Wood",,FL
1588,Rogers Carpet One Floor and Home,,NV
1741,Rogers City Home Furnishings,,MI
1449,Roger's Flooring Ltd,,IL
78,Rolex,,
2424,Ropposch Brothers Floor Covering Inc,ropposchbrothers@hotmail.com,MI
1953,Rotmans,,
1188,Rotmans Furniture & Carpet,,MA
1649,Roy Bennett Furniture,,IL
2479,RPM Carpets & Floor Coverings,rpmcapecod@aol.com,MA
1658,Rufener Furniture,,OH
1808,Rug and Home,,NC
1809,Rug Decor of Myrtle Beach,,SC
1263,"Rug Masters, Inc",,SC
1247,Ruggieri's Carpet One,,RI
43,Ruggs Benedict,,CO
1810,Rugs As Art Inc,,FL
1178,Runyon`s Furniture & Floor Covering,,MI
2483,Rusmur Floors,,PA
1291,Russell S Lee Flooring America,,AL
36,Russell-Martin and Son,,IL
1597,Russells House of Furniture,,PA
1592,Rustigian Rugs,,RI
2358,Rysers Floorcovering,lizajoyner@gmail.com,KY
1487,S & J Biren Inc,,CA
1236,Sail On Carpet,,NY
1576,Saliba's Rug Sales & Service,,ME
1544,Sams Carpet,,NY
1595,San Marco Floor & Wall,,FL
1259,Sanders Floor Coverings,,WV
1555,Sarkissian Carpet One,,CA
1270,Scharm Carpets & Interiors,,IL
1346,Schillings Carpet,,PA
1355,Schneider's Flooring America,,CT
1789,Scotties Interiors,,WI
1352,Sedlak Interiors,,OH
1674,Sedona Window and Flooring Solutions,,AZ
1301,Seldens Home Furnishings,,WA
1736,Selden's Fine Home Furnishings,,WA
2425,SELECT CARPET AND FLOOR INC.,carpetandfloor@yahoo.com,VA
1702,Seminole Carpet,,VA
14,Sergenian`s Floor Coverings,,WI
1531,Shaheen Floor Gallery,,OH
1315,Sharp Carpet & Ceramic Tile Inc,,FL
1334,Shaw's Carpet,,VA
2426,Sherlock's Carpet & Tile,trishrosko@yahoo.com,IL
1755,Sherwood Furniture,,VA
1486,Simas Floor Covering,,CA
1581,Simply Floors,,AB
1571,Sistare Carpets Inc,,SC
1545,Skelton's Carpet One,,ID
1212,South Dakota Carpet One,,SD
1635,Southeastern Galleries,,SC
1197,Specialty Carpet Showroom,,UT
2427,Speedwell Design,rosa@speedwelldesign.com,NJ
2428,Speers Road Broadloom,carl.srb@on.aibn.com,ON
1504,Speice & Speice Interiors,,OK
1812,Sprintz Furniture Showroom,,TN
17,SSC corp dba Flooring Gallery,,IA
1698,Staggs Carpets and Interiors,,MS
81,Stainmaster,,
1553,Standale Interiors,,MI
1585,Standard Paint & Abbey Carpet,,WA
1616,Stanges Interiors,,WI
2350,Star Lumber,kdecesaro@starlumber.com,
2520,Steffen Furniture,tims@steffenfurniture.com,IA
2429,Stevens Carpet One,,PA
1542,Steven's World of Flooring,,MA
2449,Stinson Carpet Inc,randy@stinsoncarpets.com,FL
1358,Stinson Carpet One Floor and Home,,FL
1684,Stokes Floor Covering,,AL
2430,Stoneridge Flooring Design,,MO
1963,Strathmore Floors,,
1659,Straus Carpets,,CA
2521,Suburban Floor Covering Abbey Carpet,Bill@abbeywbl.com,MN
1905,Subzero Freezer Company Inc.,,
2431,Summerlin Floors Inc.,summerlininc@verizon.net,MA
1621,Sunset Plaza Carpet,,CA
2432,Superior Floor Designs,john@superiorfloors.com,CA
1275,Sutton Carpet Company,,IL
1846,"Sutton's Rugs & Carpet, Inc.",,NC
1343,Sutton's Western Wholesale,,UT
1261,Swanson Floor Coverings,,IL
1573,Swan's Furniture,,NE
2433,Sweeney Brothers,dealerignition@sweeneybrothers.com,IL
1354,T.F. Andrew Co,,NY
2472,T.F. Andrew Company,,NY
1769,Tahoe Specialty Carpets & Design Center,,CA
1589,Tastinger`s Floorcovering,,NC
2434,Taylor Carpet One Floor & Home,jtaylor@taylorcarpetone.com,FL
52,TCi,,SC
1344,Terpstra's Floor Center,,IL
1890,Thad's Carpet One,,NC
1718,Thad's Flooring America,,NC
1494,The Added Touch,,OH
1287,The Balentine Collection,,CO
1368,The Carpet Barn,,NC
1678,The Carpet Dealer,,CA
1476,The Carpet Mart Carpet One,,MI
2347,The Carpet Shop,dfarr@carpetshop.com,GA
1233,The Carpet Shoppe,,CO
2512,The Carpet Shoppe Inc,,Missouri
2464,The Carpet Store of Milwaukee / Carpet Mill Store,carpetmillstore@gmail.com,WI
1260,The Carpetman,,NY
53,The Dixie Group,,
1814,The Floor Broker,,OR
1609,The Floor Pavilion,,NC
1672,The Floor Store,,AZ
1759,The Flooring Center,,NV
2346,The Flooring Center Orlando,erusnak@theflooringcenterorlando.com,FL
1448,The Flooring Gallery,,KY
1192,The Floorshow Corporation,,IA
2435,The Great Carpet Company,,CA
1735,The King Of Carpets,,NY
1203,The Malchow Co,,SD
2340,The Rug Gallery,sam@ruggallerycincy.com,OH
1385,The Rug Gallery of Zionsville,,IN
1776,The Rug Merchant,,IN
2436,The Square Yard,p.stockwell@squareyard.com,NJ
1787,Thomas Carpet One,,SC
1257,TILE & CARPET TOWN EAST,,NY
1772,Tile Works & More,,IL
1298,Tim's Carpets,,OR
1639,Tina`s Interior Design,,PA
1907,Tire Centers Inc. ,,
2469,Tolivers Carpet One / House of Carpet,tolivers2@earthlink.net,AZ
1824,Toms Price Home Furnishings,,IL
1279,TOTAL FLOOR COVERING INC,,WI
1546,Tottens Carpet,,OH
1761,Towles House of Carpets,,AL
1313,Traynor`s Floors & Carpet,,MD
1225,Tri-jay Carpets,,AB
2456,Tudor Carpet One,,IN
1231,Turabian & Sariyan,,CT
1227,Tuttle's Carpet & Draperies,,CA
1380,Tyson Furniture Co Inc,,NC
1665,UBS Design Center,,RI
1709,Unclaimed Freight/Carpet One,,IN
1369,Vallow Floor Covering Inc,,IL
1640,Value Carpet One,,MD
2437,Venetian Blind Carpet One,,TX
1904,Viking Range Corporation,,
1596,Village Barn Carpets & Rugs,,MI
1648,Village Carpets & Interiors,,CA
1570,Village Interiors,,OR
1743,W Vartanian & Son,,WI
1654,Wagner's Home Furnishings,,MT
2438,Wallflowers Design Center,Wallflwr@aimcomm.com,WA
1239,warehouse carpet,,NY
2439,Warners Rug & Carpet Outlet,craigcarpet@windsteam.net,NC
1586,Warren Clark`s Custom Carpets,,CA
1479,Watson Flooring Center,,SC
2440,Wayne Wiles Floor Covering,kfagan@waynewiles.com,FL
1524,Wayne's Color Center,,OR
1625,Weavers Floor Coverings,,VA
2441,Weber Carpet Inc.,brettb@webercarpet.com,KS
1632,Weisshouse,,PA
1514,West Coast Flooring Center,,CA
2442,Westbay Decorating,eddiet@westbaydecorating.com,Oh
49,We`ll Floor U,,FL
1608,Wholesale Floorcovering,,VA
1688,William Fowler,,PA
1540,Williams Carpet,,NC
1580,Williams Carpet Center,,SC
1474,Williams Carpet Service Inc,,SC
1413,Williamson's Interiors,,NE
1363,Willis Wayside Furniture,,VA
1768,Wilson,,NJ
1631,Wilton Floor Covering,,CT
77,Wolf Ranges,,
1405,Woods Interiors of Distinctions,,WY
1696,Workman Floorcovering,,UT
1793,Workspace Design,,UT
2443,World of Carpet One Floor & Home,scott.carston@worldofcarpetone.com,CA
1294,World of Floors,,MI
2444,Worldwide Wholesale Floor Covering,ckatana@worldwidewholesale.com,NJ
72,Yamaha,,
1690,YANCEYS HOUSE OF CARPET,,IN
1400,Yarbrough Interiors,,LA
2445,Yates Flooring Center,bobby@yatesflooring.com,TX
1960,Yeager & Co Inc,,
1246,"Yeager and Co., Inc.",,FL
2446,Yonan Carpet One Floor and Home,jennifer@yonancarpetone.com,IL
1361,Young's Floor Covering,,OH
1462,Youngs Interiors,,SC
1762,Young's Furniture,,ME
1304,Zersen Flooring,,WI
